id,vote_yes,bid,wet_percent,conseq_none,yea_say,province,income_group,age_group,education_group,gender,age_gender
4331,1,15,10%,0,1,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
4332,1,125,10%,0,0,Manitoba,"$125,000-$149,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
4347,1,50,10%,1,1,Alberta,"$25,000-$49,999",55 and over,Bachelors degree,Woman,55 and over_Woman
4363,0,50,10%,1,0,Manitoba,"$125,000-$149,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
4400,0,250,10%,0,0,Alberta,"$125,000-$149,999",55 and over,Some University/College,Woman,55 and over_Woman
4426,0,50,20%,0,0,Alberta,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
4437,0,430,10%,1,0,Manitoba,Missing,55 and over,Advanced degree,Woman,55 and over_Woman
4445,1,250,20%,1,0,Alberta,Missing,18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
4544,1,430,10%,0,0,Alberta,"$50,000-$74,999",55 and over,Bachelors degree,Woman,55 and over_Woman
4553,1,865,20%,0,0,Alberta,"$100,000-$124,999",55 and over,Some University/College,Man,55 and over_Man
4560,1,50,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Man,35 to 54 years_Man
4563,1,250,20%,0,0,Manitoba,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
4570,0,125,20%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
4575,0,15,10%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
4581,0,50,20%,1,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
4585,1,865,20%,1,0,Manitoba,Missing,55 and over,Advanced degree,Man,55 and over_Man
4587,1,125,10%,0,0,Alberta,Missing,35 to 54 years,Advanced degree,Man,35 to 54 years_Man
4591,0,125,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
4631,1,865,20%,1,1,Alberta,"$100,000-$124,999",55 and over,Some University/College,Man,55 and over_Man
4643,1,15,10%,0,0,Manitoba,"$100,000-$124,999",55 and over,Bachelors degree,Man,55 and over_Man
4655,0,865,10%,0,0,Manitoba,Missing,35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
4665,1,430,10%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
4673,0,250,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
4681,1,15,20%,0,1,Alberta,"$100,000-$124,999",55 and over,Advanced degree,Man,55 and over_Man
4685,1,250,20%,0,1,Alberta,"$125,000-$149,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
4689,1,15,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
4749,0,250,10%,1,0,Alberta,Missing,35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
4757,1,250,10%,0,1,Alberta,Missing,18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
4779,0,865,20%,1,0,Manitoba,"$50,000-$74,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
4795,1,430,20%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
4845,0,865,10%,0,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
4846,1,50,10%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
4865,0,125,20%,1,0,Alberta,"$75,000-$99,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
4896,1,125,20%,0,0,Manitoba,"$100,000-$124,999",55 and over,Some University/College,Woman,55 and over_Woman
4948,1,15,10%,0,0,Manitoba,"$25,000-$49,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
4951,0,250,20%,1,0,Alberta,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
4969,1,50,20%,0,0,Alberta,"$25,000-$49,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
4996,0,125,20%,1,0,Alberta,Missing,55 and over,Advanced degree,Woman,55 and over_Woman
5042,1,15,20%,0,0,Manitoba,"$50,000-$74,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
5054,1,250,10%,1,0,Manitoba,"$75,000-$99,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
5067,1,865,10%,0,1,Alberta,"$100,000-$124,999",55 and over,Advanced degree,Woman,55 and over_Woman
5113,1,125,20%,0,1,Alberta,"$125,000-$149,999",55 and over,High school or less,Man,55 and over_Man
5141,1,50,20%,0,1,Alberta,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
5147,1,250,10%,0,0,Manitoba,"$50,000-$74,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
5149,1,15,20%,0,0,Manitoba,"$100,000-$124,999",55 and over,Bachelors degree,Man,55 and over_Man
5196,0,430,20%,1,0,Alberta,"$100,000-$124,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
5239,0,865,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
5245,1,865,10%,0,0,Alberta,"$125,000-$149,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
5252,1,15,20%,0,1,Alberta,Missing,35 to 54 years,Some University/College,Man,35 to 54 years_Man
5269,1,50,20%,1,1,Manitoba,"$0-$25,000",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
5278,1,125,20%,1,0,Alberta,Missing,55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
5328,1,250,20%,1,1,Alberta,"$100,000-$124,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
5344,0,430,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
5414,1,250,10%,1,0,Alberta,"$150,000 and over",55 and over,Advanced degree,Woman,55 and over_Woman
5434,0,250,10%,1,0,Manitoba,"$50,000-$74,999",35 to 54 years,High school or less,Man,35 to 54 years_Man
5466,0,430,10%,1,0,Alberta,Missing,35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
5486,1,15,10%,1,0,Alberta,"$125,000-$149,999",55 and over,Advanced degree,Man,55 and over_Man
5504,1,15,20%,0,0,Manitoba,Missing,55 and over,High school or less,Woman,55 and over_Woman
5505,0,125,10%,1,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
5514,1,430,10%,1,0,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Man,55 and over_Man
5524,0,125,20%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Advanced degree,Man,18 to 34 years_Man
5547,0,125,10%,0,0,Manitoba,"$50,000-$74,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
5553,1,50,20%,0,1,Alberta,"$125,000-$149,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
5593,0,430,20%,0,0,Alberta,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
5647,0,250,10%,0,0,Alberta,"$75,000-$99,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
5676,1,430,10%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
5690,0,15,10%,0,0,Manitoba,"$0-$25,000",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
5710,1,15,20%,0,1,Manitoba,Missing,18 to 34 years,Bachelors degree,Man,18 to 34 years_Man
5739,1,15,10%,0,0,Alberta,"$150,000 and over",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
5823,0,865,20%,1,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
5873,0,865,10%,0,0,Manitoba,"$125,000-$149,999",55 and over,Bachelors degree,Woman,55 and over_Woman
5908,1,50,10%,0,0,Manitoba,"$100,000-$124,999",55 and over,Some University/College,Woman,55 and over_Woman
5935,1,15,10%,0,0,Manitoba,"$50,000-$74,999",55 and over,Some University/College,Man,55 and over_Man
5974,1,125,20%,0,0,Alberta,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
5975,1,125,10%,0,1,Manitoba,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
5976,0,125,20%,1,0,Alberta,Missing,55 and over,Some University/College,Woman,55 and over_Woman
5985,1,250,10%,0,1,Manitoba,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
5994,1,50,10%,0,1,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
6031,0,250,20%,0,0,Manitoba,"$25,000-$49,999",55 and over,Some University/College,Woman,55 and over_Woman
6051,1,430,20%,0,0,Manitoba,"$0-$25,000",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
6052,0,250,20%,1,0,Alberta,"$75,000-$99,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
6071,0,865,20%,0,0,Alberta,"$75,000-$99,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
6097,1,430,20%,0,1,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
6103,1,125,20%,0,0,Manitoba,"$50,000-$74,999",55 and over,Some University/College,Woman,55 and over_Woman
6108,1,125,10%,1,1,Manitoba,"$0-$25,000",55 and over,Some University/College,Man,55 and over_Man
6141,0,125,20%,0,0,Alberta,"$100,000-$124,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
6160,1,125,20%,0,0,Manitoba,"$75,000-$99,999",55 and over,Advanced degree,Woman,55 and over_Woman
6161,0,430,20%,1,0,Manitoba,"$25,000-$49,999",55 and over,High school or less,Woman,55 and over_Woman
6164,0,430,20%,0,0,Manitoba,"$75,000-$99,999",55 and over,Some University/College,Woman,55 and over_Woman
6169,0,250,20%,1,0,Alberta,"$50,000-$74,999",55 and over,High school or less,Man,55 and over_Man
6170,0,15,10%,0,0,Manitoba,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
6200,1,865,20%,0,0,Manitoba,"$75,000-$99,999",55 and over,Bachelors degree,Man,55 and over_Man
6227,1,125,10%,0,0,Alberta,"$125,000-$149,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
6240,1,50,20%,0,0,Alberta,"$50,000-$74,999",55 and over,Some University/College,Man,55 and over_Man
6283,0,430,10%,0,0,Alberta,"$75,000-$99,999",55 and over,Some University/College,Woman,55 and over_Woman
6297,1,250,10%,1,0,Alberta,"$150,000 and over",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
6323,1,125,10%,0,0,Manitoba,Missing,35 to 54 years,High school or less,Woman,35 to 54 years_Woman
6339,1,15,20%,0,0,Alberta,Missing,35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
6364,1,250,10%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
6398,1,125,10%,1,0,Manitoba,"$150,000 and over",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
6401,0,865,10%,0,0,Manitoba,"$25,000-$49,999",55 and over,Bachelors degree,Man,55 and over_Man
6413,0,250,20%,0,0,Alberta,"$50,000-$74,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
6444,1,125,20%,0,1,Manitoba,"$75,000-$99,999",55 and over,Some University/College,Woman,55 and over_Woman
6497,1,125,10%,0,0,Manitoba,"$50,000-$74,999",55 and over,Some University/College,Man,55 and over_Man
6506,0,125,10%,0,0,Alberta,Missing,18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
6509,1,250,20%,0,0,Alberta,Missing,35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
6516,0,865,10%,0,0,Manitoba,Missing,35 to 54 years,Some University/College,Man,35 to 54 years_Man
6521,1,50,20%,0,0,Alberta,"$150,000 and over",55 and over,Bachelors degree,Man,55 and over_Man
6544,0,50,20%,0,0,Manitoba,"$25,000-$49,999",55 and over,Some University/College,Man,55 and over_Man
6602,1,15,20%,1,0,Alberta,Missing,35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
6623,0,15,20%,1,0,Manitoba,"$150,000 and over",55 and over,Some University/College,Woman,55 and over_Woman
6635,1,125,10%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
6660,1,15,10%,0,0,Alberta,"$50,000-$74,999",55 and over,Bachelors degree,Man,55 and over_Man
6722,0,865,10%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
6737,0,250,10%,0,0,Alberta,"$125,000-$149,999",18 to 34 years,Advanced degree,Woman,18 to 34 years_Woman
6738,0,430,10%,0,0,Alberta,"$75,000-$99,999",55 and over,High school or less,Man,55 and over_Man
6746,0,250,20%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
6785,0,865,20%,0,0,Manitoba,"$25,000-$49,999",55 and over,Some University/College,Man,55 and over_Man
6790,1,430,20%,0,0,Manitoba,"$50,000-$74,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
6799,0,125,10%,0,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
6805,0,50,10%,1,0,Alberta,"$0-$25,000",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
6811,0,125,10%,1,0,Manitoba,"$50,000-$74,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
6830,0,865,20%,0,0,Alberta,"$75,000-$99,999",55 and over,Some University/College,Man,55 and over_Man
6843,0,250,10%,0,0,Alberta,"$150,000 and over",55 and over,Some University/College,Man,55 and over_Man
6887,1,865,10%,1,0,Alberta,"$0-$25,000",35 to 54 years,Some University/College,Man,35 to 54 years_Man
6954,1,15,10%,1,0,Alberta,"$50,000-$74,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
6975,0,865,20%,1,0,Manitoba,Missing,55 and over,Some University/College,Man,55 and over_Man
6976,0,250,20%,1,0,Manitoba,"$50,000-$74,999",55 and over,Some University/College,Man,55 and over_Man
7176,1,865,10%,0,0,Alberta,"$25,000-$49,999",55 and over,Bachelors degree,Man,55 and over_Man
7199,0,865,20%,1,0,Manitoba,"$150,000 and over",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
7237,0,250,10%,0,0,Alberta,"$75,000-$99,999",55 and over,High school or less,Woman,55 and over_Woman
7271,0,865,10%,1,0,Alberta,"$0-$25,000",55 and over,High school or less,Woman,55 and over_Woman
7299,0,125,20%,0,0,Manitoba,"$25,000-$49,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
7302,1,125,10%,0,1,Alberta,"$125,000-$149,999",18 to 34 years,Vocational/Trade/Technical School,Woman,18 to 34 years_Woman
7315,0,15,20%,0,0,Alberta,"$150,000 and over",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
7327,0,865,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
7336,1,250,10%,0,0,Manitoba,"$50,000-$74,999",55 and over,High school or less,Man,55 and over_Man
7374,1,125,20%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
7382,0,865,20%,1,0,Manitoba,"$25,000-$49,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
7394,1,125,20%,1,0,Manitoba,"$75,000-$99,999",55 and over,Some University/College,Man,55 and over_Man
7421,0,430,20%,1,0,Alberta,"$100,000-$124,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
7429,0,250,20%,0,0,Manitoba,"$0-$25,000",55 and over,Some University/College,Woman,55 and over_Woman
7464,1,50,10%,1,0,Alberta,"$75,000-$99,999",55 and over,Bachelors degree,Man,55 and over_Man
7486,1,15,10%,1,1,Manitoba,"$25,000-$49,999",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
7504,0,430,20%,0,0,Manitoba,"$125,000-$149,999",35 to 54 years,High school or less,Woman,35 to 54 years_Woman
7506,1,250,10%,0,0,Alberta,Missing,35 to 54 years,High school or less,Woman,35 to 54 years_Woman
7522,1,125,20%,0,0,Alberta,"$100,000-$124,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
7538,0,15,10%,0,0,Manitoba,"$150,000 and over",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
7551,1,430,20%,0,0,Manitoba,"$0-$25,000",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
7581,0,125,20%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,Some University/College,Woman,18 to 34 years_Woman
7582,0,125,10%,1,0,Manitoba,"$50,000-$74,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
7617,0,15,10%,1,0,Alberta,Missing,55 and over,Bachelors degree,Woman,55 and over_Woman
7639,1,50,20%,0,0,Alberta,"$0-$25,000",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
7640,1,865,10%,1,0,Manitoba,"$150,000 and over",55 and over,Advanced degree,Man,55 and over_Man
7665,0,430,20%,0,0,Manitoba,Missing,35 to 54 years,Some University/College,Man,35 to 54 years_Man
7705,1,250,20%,0,0,Manitoba,"$50,000-$74,999",35 to 54 years,Some University/College,Woman,35 to 54 years_Woman
7721,1,15,20%,0,1,Alberta,"$150,000 and over",35 to 54 years,Advanced degree,Woman,35 to 54 years_Woman
7743,1,50,20%,0,0,Alberta,"$125,000-$149,999",55 and over,Bachelors degree,Man,55 and over_Man
7746,1,250,20%,0,1,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
7748,0,430,10%,0,0,Alberta,"$0-$25,000",55 and over,Bachelors degree,Woman,55 and over_Woman
7751,1,15,10%,0,0,Manitoba,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
7768,0,125,10%,0,0,Alberta,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
7776,0,865,10%,1,0,Alberta,"$150,000 and over",35 to 54 years,Some University/College,Man,35 to 54 years_Man
7810,1,865,10%,0,1,Alberta,"$75,000-$99,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
7849,1,15,20%,0,0,Alberta,"$125,000-$149,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
7871,0,430,10%,1,0,Alberta,"$100,000-$124,999",55 and over,Bachelors degree,Man,55 and over_Man
7922,1,430,10%,0,0,Alberta,"$50,000-$74,999",55 and over,Vocational/Trade/Technical School,Woman,55 and over_Woman
7947,1,15,10%,0,0,Saskatchewan,"$25,000-$49,999",18 to 34 years,High school or less,Man,18 to 34 years_Man
7952,1,15,20%,0,0,Alberta,"$150,000 and over",55 and over,Some University/College,Man,55 and over_Man
7984,1,15,20%,0,1,Manitoba,"$150,000 and over",55 and over,Advanced degree,Man,55 and over_Man
7999,0,125,10%,0,0,Alberta,"$50,000-$74,999",18 to 34 years,High school or less,Woman,18 to 34 years_Woman
8029,0,430,20%,1,0,Alberta,"$50,000-$74,999",55 and over,Vocational/Trade/Technical School,Man,55 and over_Man
8048,1,250,20%,0,0,Alberta,"$25,000-$49,999",55 and over,Advanced degree,Man,55 and over_Man
8055,1,430,20%,0,0,Alberta,"$75,000-$99,999",18 to 34 years,Bachelors degree,Woman,18 to 34 years_Woman
8071,1,125,20%,1,0,Manitoba,"$0-$25,000",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
8145,1,430,20%,0,0,Alberta,"$150,000 and over",55 and over,Advanced degree,Man,55 and over_Man
8184,1,865,20%,1,0,Alberta,"$50,000-$74,999",18 to 34 years,Vocational/Trade/Technical School,Man,18 to 34 years_Man
8249,0,865,20%,0,0,Saskatchewan,"$75,000-$99,999",35 to 54 years,Bachelors degree,Man,35 to 54 years_Man
8267,0,125,10%,1,0,Manitoba,Missing,55 and over,High school or less,Woman,55 and over_Woman
8298,1,250,10%,0,1,Alberta,"$100,000-$124,999",55 and over,Bachelors degree,Man,55 and over_Man
8320,0,865,10%,0,0,Alberta,Missing,35 to 54 years,High school or less,Woman,35 to 54 years_Woman
8328,1,125,10%,1,1,Alberta,"$100,000-$124,999",35 to 54 years,Advanced degree,Man,35 to 54 years_Man
8345,0,430,10%,1,0,Alberta,"$100,000-$124,999",35 to 54 years,Vocational/Trade/Technical School,Woman,35 to 54 years_Woman
8347,1,865,10%,0,1,Manitoba,"$100,000-$124,999",35 to 54 years,Bachelors degree,Woman,35 to 54 years_Woman
8380,0,865,10%,1,0,Manitoba,"$100,000-$124,999",55 and over,Advanced degree,Man,55 and over_Man
8395,0,125,20%,1,0,Manitoba,"$75,000-$99,999",35 to 54 years,Some University/College,Man,35 to 54 years_Man
8404,0,50,10%,1,0,Manitoba,"$75,000-$99,999",55 and over,High school or less,Woman,55 and over_Woman
8414,1,125,20%,1,0,Alberta,"$125,000-$149,999",35 to 54 years,Vocational/Trade/Technical School,Man,35 to 54 years_Man
8440,0,15,20%,0,0,Alberta,"$75,000-$99,999",55 and over,Bachelors degree,Woman,55 and over_Woman
8470,0,50,10%,1,0,Manitoba,Missing,55 and over,High school or less,Woman,55 and over_Woman
